"_id","nowfloor","destination","num"
"00087-08",8,23,10
"00087-09",9,5,9
"00087-10",10,27,5
"00087-11",11,6,8
"00087-12",12,9,10
"00087-13",13,12,11
"00087-14",14,11,7
"00087-15",15,14,6
"00087-16",16,10,11
"00087-17",17,3,14
"00087-18",18,15,7
"00087-19",19,8,7
"00087-20",20,1,7
"00087-21",21,4,3
"00087-22",22,2,11
"00087-23",23,26,9
"00087-24",24,16,5
"00087-25",25,19,3
"00087-26",26,22,11
"00087-27",27,18,10
"00088-01",1,23,5
"00088-02",2,15,3
"00088-03",3,17,3
"00088-04",4,26,13
"00088-05",5,14,3
"00088-06",6,5,7
"00088-07",7,3,12
"00088-08",8,12,9
"00088-09",9,21,7
"00088-10",10,4,13
"00088-11",11,2,6
"00088-12",12,10,5
"00088-13",13,18,4
"00088-14",14,25,12
"00088-15",15,16,7
"00088-16",16,24,7
"00088-17",17,1,14
"00088-18",18,22,4
"00088-19",19,13,8
"00088-20",20,11,7
"00088-21",21,19,4
"00088-22",22,7,13
"00088-23",23,20,5
"00088-24",24,9,8
"00088-25",25,6,6
"00088-26",26,27,10
"00088-27",27,8,8
"00089-01",1,17,3
"00089-02",2,20,10
"00089-03",3,8,4
"00089-04",4,24,8
"00089-05",5,19,3
"00089-06",6,11,5
"00089-07",7,26,6
"00089-08",8,10,6
"00089-09",9,14,5
"00089-10",10,4,14
"00089-11",11,15,6
"00089-12",12,3,3
"00089-13",13,23,3
"00089-14",14,16,11
"00089-15",15,18,11
"00089-16",16,7,13
"00089-17",17,5,4
"00089-18",18,13,10
"00089-19",19,9,7
"00089-20",20,12,5
"00089-21",21,2,9
"00089-22",22,6,12
"00089-23",23,21,12
"00089-24",24,25,5
"00089-25",25,27,11
"00089-26",26,22,3
"00089-27",27,1,10
"00090-01",1,15,11
"00090-02",2,23,6
"00090-03",3,27,13
"00090-04",4,11,7
"00090-05",5,13,7
"00090-06",6,20,12
"00090-07",7,8,13
"00090-08",8,14,11
"00090-09",9,4,6
"00090-10",10,19,7
"00090-11",11,26,6
"00090-12",12,18,11
"00090-13",13,9,7
"00090-14",14,24,14
"00090-15",15,22,14
"00090-16",16,10,7
"00090-17",17,16,3
"00090-18",18,5,12
"00090-19",19,21,13
"00090-20",20,6,3
"00090-21",21,1,4
"00090-22",22,25,4
"00090-23",23,7,12
"00090-24",24,17,12
"00090-25",25,3,12
"00090-26",26,12,9
"00090-27",27,2,5
"00091-01",1,17,4
"00091-02",2,11,5
"00091-03",3,20,3
"00091-04",4,16,13
"00091-05",5,15,12
"00091-06",6,3,8
"00091-07",7,21,5
"00091-08",8,9,13
"00091-09",9,6,11
"00091-10",10,4,11
"00091-11",11,24,13
"00091-12",12,2,6
"00091-13",13,18,8
"00091-14",14,7,7
"00091-15",15,14,9
"00091-16",16,23,8
"00091-17",17,26,14
"00091-18",18,19,3
"00091-19",19,5,5
"00091-20",20,22,12
"00091-21",21,12,3
"00091-22",22,13,12
"00091-23",23,25,11
"00091-24",24,1,4
"00091-25",25,8,14
"00091-26",26,27,8
"00091-27",27,10,13
"00092-01",1,21,12
"00092-02",2,26,14
"00092-03",3,24,4
"00092-04",4,7,12
"00092-05",5,18,10
"00092-06",6,20,5
"00092-07",7,22,8
"00092-08",8,4,13
"00092-09",9,17,7
"00092-10",10,2,14
"00092-11",11,12,3
"00092-12",12,23,8
"00092-13",13,15,5
"00092-14",14,6,11
"00092-15",15,9,8
"00092-16",16,5,3
"00092-17",17,8,9
"00092-18",18,11,7
"00092-19",19,14,8
"00092-20",20,25,9
"00092-21",21,27,4
"00092-22",22,16,4
"00092-23",23,3,12
"00092-24",24,13,13
"00092-25",25,19,7
"00092-26",26,1,8
"00092-27",27,10,11
"00093-01",1,8,13
"00093-02",2,11,6
"00093-03",3,2,11
"00093-04",4,7,10
"00093-05",5,16,3
"00093-06",6,14,11
"00093-07",7,4,7
"00093-08",8,6,9
"00093-09",9,21,14
"00093-10",10,24,5
"00093-11",11,18,4
"00093-12",12,17,8
"00093-13",13,9,6
"00093-14",14,10,5
"00093-15",15,12,10
"00093-16",16,3,14
"00093-17",17,22,7
"00093-18",18,15,11
"00093-19",19,26,12
"00093-20",20,23,7
"00093-21",21,5,4
"00093-22",22,20,10
"00093-23",23,1,7
"00093-24",24,27,4
"00093-25",25,19,6
"00093-26",26,25,9
"00093-27",27,13,8
"00094-01",1,26,11
"00094-02",2,27,3
"00094-03",3,23,10
"00094-04",4,14,3
"00094-05",5,7,12
"00094-06",6,24,12
"00094-07",7,4,3
"00094-08",8,18,9
"00094-09",9,8,11
"00094-10",10,25,13
"00094-11",11,19,10
"00094-12",12,20,11
"00094-13",13,15,11
"00094-14",14,22,3
"00094-15",15,9,7
"00094-16",16,12,11
"00094-17",17,16,14
"00094-18",18,3,10
"00094-19",19,2,14
"00094-20",20,17,4
"00094-21",21,6,12
"00094-22",22,1,14
"00094-23",23,13,10
"00094-24",24,21,13
"00094-25",25,5,9
"00094-26",26,11,13
"00094-27",27,10,14
"00095-01",1,25,7
"00095-02",2,21,5
"00095-03",3,20,5
"00095-04",4,14,7
"00095-05",5,26,11
"00095-06",6,11,5
"00095-07",7,24,10
"00095-08",8,1,4
"00095-09",9,10,10
"00095-10",10,15,13
"00095-11",11,19,9
"00095-12",12,27,6
"00095-13",13,7,6
"00095-14",14,13,14
"00095-15",15,22,13
"00095-16",16,23,13
"00095-17",17,4,10
"00095-18",18,3,6
"00095-19",19,2,14
"00095-20",20,18,13
"00095-21",21,8,3
"00095-22",22,9,7
"00095-23",23,17,5
"00095-24",24,5,4
"00095-25",25,12,14
"00095-26",26,16,4
"00095-27",27,6,8
"00096-01",1,22,10
"00096-02",2,8,14
"00096-03",3,19,12
"00096-04",4,6,7
"00096-05",5,20,5
"00096-06",6,27,4
"00096-07",7,17,9
"00096-08",8,26,8
"00096-09",9,25,7
"00096-10",10,1,10
"00096-11",11,21,4
"00096-12",12,11,8
"00096-13",13,9,12
"00096-14",14,12,11
"00096-15",15,14,8
"00096-16",16,24,11
"00096-17",17,2,6
"00096-18",18,13,3
"00096-19",19,16,14
"00096-20",20,7,5
"00096-21",21,23,9
"00096-22",22,15,6
"00096-23",23,5,3
"00096-24",24,10,3
"00096-25",25,4,10
"00096-26",26,3,13
"00096-27",27,18,13
"00097-01",1,10,4
"00097-02",2,25,5
"00097-03",3,4,10
"00097-04",4,12,7
"00097-05",5,15,14
"00097-06",6,17,5
"00097-07",7,21,3
"00097-08",8,26,4
"00097-09",9,20,8
"00097-10",10,8,9
"00097-11",11,3,3
"00097-12",12,13,8
"00097-13",13,5,14
"00097-14",14,18,4
"00097-15",15,22,4
"00097-16",16,14,4
"00097-17",17,23,9
"00097-18",18,16,11
"00097-19",19,24,11
"00097-20",20,7,4
"00097-21",21,6,3
"00097-22",22,1,10
"00097-23",23,19,13
"00097-24",24,11,13
"00097-25",25,27,13
"00097-26",26,9,8
"00097-27",27,2,3
"00098-01",1,2,9
"00098-02",2,10,6
"00098-03",3,11,4
"00098-04",4,26,11
"00098-05",5,12,8
"00098-06",6,25,13
"00098-07",7,21,9
"00098-08",8,7,10
"00098-09",9,13,5
"00098-10",10,4,11
"00098-11",11,24,13
"00098-12",12,1,12
"00098-13",13,9,8
"00098-14",14,22,3
"00098-15",15,18,12
"00098-16",16,19,14
"00098-17",17,20,4
"00098-18",18,3,5
"00098-19",19,14,8
"00098-20",20,5,5
"00098-21",21,17,9
"00098-22",22,16,6
"00098-23",23,15,3
"00098-24",24,27,11
"00098-25",25,6,8
"00098-26",26,8,4
"00098-27",27,23,14
"00099-01",1,9,3
"00099-02",2,12,11
"00099-03",3,13,10
"00099-04",4,2,7
"00099-05",5,1,6
"00099-06",6,24,12
"00099-07",7,14,3
"00099-08",8,21,4
"00099-09",9,22,6
"00099-10",10,4,13
"00099-11",11,17,4
"00099-12",12,8,7
"00099-13",13,11,3
"00099-14",14,16,9
"00099-15",15,27,12
"00099-16",16,25,10
"00099-17",17,26,8
"00099-18",18,20,13
"00099-19",19,7,13
"00099-20",20,19,14
"00099-21",21,18,5
"00099-22",22,10,9
"00099-23",23,15,9
"00099-24",24,23,12
"00099-25",25,6,4
"00099-26",26,5,6
"00099-27",27,3,12
"00100-01",1,14,11
"00100-02",2,20,6
"00100-03",3,10,7
"00100-04",4,2,4
"00100-05",5,27,9
"00100-06",6,8,13
"00100-07",7,15,5
"00100-08",8,18,4
"00100-09",9,23,12
"00100-10",10,6,5
"00100-11",11,19,13
"00100-12",12,9,11
"00100-13",13,26,14
"00100-14",14,1,14
"00100-15",15,3,3
"00100-16",16,5,6
"00100-17",17,12,9
"00100-18",18,4,11
"00100-19",19,21,8
"00100-20",20,13,11
"00100-21",21,17,7
"00100-22",22,7,11
"00100-23",23,25,13
"00100-24",24,11,7
"00100-25",25,24,5
"00100-26",26,22,3
"00100-27",27,16,5
"00101-01",1,4,8
"00101-02",2,6,12
"00101-03",3,24,3
"00101-04",4,27,9
"00101-05",5,13,11
"00101-06",6,19,11
"00101-07",7,8,7
"00101-08",8,25,7
"00101-09",9,17,6
"00101-10",10,15,10
"00101-11",11,23,13
"00101-12",12,22,13
"00101-13",13,16,9
"00101-14",14,11,11
"00101-15",15,9,4
"00101-16",16,26,13
"00101-17",17,2,3
"00101-18",18,20,8
"00101-19",19,10,8
"00101-20",20,5,14
"00101-21",21,12,12
"00101-22",22,18,3
"00101-23",23,3,14
"00101-24",24,14,12
"00101-25",25,21,6
"00101-26",26,7,12
"00101-27",27,1,8
"00102-01",1,17,11
"00102-02",2,15,11
"00102-03",3,14,11
"00102-04",4,25,10
"00102-05",5,22,5
"00102-06",6,3,14
"00102-07",7,8,4
"00102-08",8,9,3
"00102-09",9,20,3
"00102-10",10,27,10
"00102-11",11,23,3
"00102-12",12,11,12
"00102-13",13,10,3
"00102-14",14,21,14
"00102-15",15,13,9
"00102-16",16,26,3
"00102-17",17,2,4
"00102-18",18,4,6
"00102-19",19,16,11
"00102-20",20,1,13
"00102-21",21,5,9
"00102-22",22,19,13
"00102-23",23,24,10
"00102-24",24,7,3
"00102-25",25,6,11
"00102-26",26,18,14
"00102-27",27,12,12
"00103-01",1,6,5
"00103-02",2,20,11
"00103-03",3,19,13
"00103-04",4,15,14
"00103-05",5,7,11
"00103-06",6,24,10
"00103-07",7,18,10
"00103-08",8,26,6
"00103-09",9,17,9
"00103-10",10,1,8
"00103-11",11,3,7
"00103-12",12,14,9
"00103-13",13,16,11
"00103-14",14,23,3
"00103-15",15,27,13
"00103-16",16,22,12
"00103-17",17,11,8
"00103-18",18,12,14
"00103-19",19,5,3
"00103-20",20,10,13
"00103-21",21,9,11
"00103-22",22,25,8
"00103-23",23,2,13
"00103-24",24,13,12
"00103-25",25,8,5
"00103-26",26,21,4
"00103-27",27,4,6
"00104-01",1,18,11
"00104-02",2,4,6
"00104-03",3,7,11
"00104-04",4,11,9
"00104-05",5,1,3
"00104-06",6,14,11
"00104-07",7,25,8
"00104-08",8,20,9
"00104-09",9,5,7
"00104-10",10,13,13
"00104-11",11,2,11
"00104-12",12,15,11
"00104-13",13,26,4
"00104-14",14,24,11
"00104-15",15,27,8
"00104-16",16,9,5
"00104-17",17,12,9
"00104-18",18,10,14
"00104-19",19,6,6
"00104-20",20,16,9
"00104-21",21,22,9
"00104-22",22,21,8
"00104-23",23,17,8
"00104-24",24,8,13
"00104-25",25,23,12
"00104-26",26,19,12
"00104-27",27,3,11
"00105-01",1,4,8
"00105-02",2,14,13
"00105-03",3,10,7
"00105-04",4,19,8
"00105-05",5,25,5
"00105-06",6,3,12
"00105-07",7,27,10
"00105-08",8,12,13
"00105-09",9,13,5
"00105-10",10,15,7
"00105-11",11,20,3
"00105-12",12,7,10
"00105-13",13,11,14
"00105-14",14,21,11
"00105-15",15,26,4
"00105-16",16,18,14
"00105-17",17,1,5
"00105-18",18,6,8
"00105-19",19,23,12
"00105-20",20,24,4
"00105-21",21,16,11
"00105-22",22,9,4
"00105-23",23,17,12
"00105-24",24,2,6
"00105-25",25,5,7
"00105-26",26,8,6
"00105-27",27,22,11
"00106-01",1,20,3
"00106-02",2,14,14
"00106-03",3,21,9
"00106-04",4,13,3
"00106-05",5,26,14
"00106-06",6,9,14
"00106-07",7,3,13
"00106-08",8,12,4
"00106-09",9,10,4
"00106-10",10,18,10
"00106-11",11,24,10
"00106-12",12,15,5
"00106-13",13,17,3
"00106-14",14,1,9
"00106-15",15,19,6
"00106-16",16,2,9
"00106-17",17,27,11
"00106-18",18,11,11
"00106-19",19,6,10
"00106-20",20,22,4
"00106-21",21,7,7
"00106-22",22,25,6
"00106-23",23,4,11
"00106-24",24,5,6
"00106-25",25,16,12
"00106-26",26,8,10
"00106-27",27,23,11
"00107-01",1,8,8
"00107-02",2,13,9
"00107-03",3,23,5
"00107-04",4,27,11
"00107-05",5,2,13
"00107-06",6,11,11
"00107-07",7,4,11
"00107-08",8,1,6
"00107-09",9,15,4
"00107-10",10,22,4
"00107-11",11,24,8
"00107-12",12,10,12
"00107-13",13,17,11
"00107-14",14,21,10
"00107-15",15,18,11
"00107-16",16,20,14
"00107-17",17,16,9
"00107-18",18,19,12
"00107-19",19,26,8
"00107-20",20,12,4
"00107-21",21,5,3
"00107-22",22,9,9
"00107-23",23,3,8
"00107-24",24,14,5
"00107-25",25,7,14
"00107-26",26,25,5
"00107-27",27,6,8
"00108-01",1,14,8
"00108-02",2,6,12
"00108-03",3,23,5
"00108-04",4,7,13
"00108-05",5,3,5
"00108-06",6,5,10
"00108-07",7,27,10
"00108-08",8,20,12
"00108-09",9,1,6
"00108-10",10,13,14
"00108-11",11,8,12
"00108-12",12,25,12
"00108-13",13,16,6
"00108-14",14,18,12
"00108-15",15,24,4
"00108-16",16,21,13
"00108-17",17,4,8
"00108-18",18,10,3
"00108-19",19,26,5
"00108-20",20,15,7
"00108-21",21,9,5
"00108-22",22,17,11
"00108-23",23,19,9
"00108-24",24,22,9
"00108-25",25,2,7
"00108-26",26,12,6
"00108-27",27,11,3
"00109-01",1,9,7
"00109-02",2,3,10
"00109-03",3,18,14
"00109-04",4,13,13
"00109-05",5,25,6
"00109-06",6,4,9
"00109-07",7,27,9
"00109-08",8,14,13
"00109-09",9,5,10
"00109-10",10,15,12
"00109-11",11,23,4
"00109-12",12,20,14
"00109-13",13,17,4
"00109-14",14,22,9
"00109-15",15,26,9
"00109-16",16,10,5
"00109-17",17,2,12
"00109-18",18,12,4
"00109-19",19,16,11
"00109-20",20,6,14
"00109-21",21,7,10
"00109-22",22,24,6
"00109-23",23,21,14
"00109-24",24,1,12
"00109-25",25,8,7
"00109-26",26,11,13
"00109-27",27,19,7
"00110-01",1,8,10
"00110-02",2,9,12
"00110-03",3,25,12
"00110-04",4,12,14
"00110-05",5,6,14
"00110-06",6,16,13
"00110-07",7,22,7
"00110-08",8,17,9
"00110-09",9,24,10
"00110-10",10,11,14
"00110-11",11,3,3
"00110-12",12,21,10
"00110-13",13,27,3
"00110-14",14,4,4
"00110-15",15,10,4
"00110-16",16,23,11
"00110-17",17,2,9
"00110-18",18,5,7
"00110-19",19,20,11
"00110-20",20,13,14
"00110-21",21,19,7
"00110-22",22,15,4
"00110-23",23,14,14
"00110-24",24,7,6
"00110-25",25,18,12
"00110-26",26,1,8
"00110-27",27,26,7
"00111-01",1,9,4
"00111-02",2,22,9
"00111-03",3,8,4
"00111-04",4,13,7
"00111-05",5,7,7
"00111-06",6,27,3
"00111-07",7,20,7
"00111-08",8,4,8
"00111-09",9,15,12
"00111-10",10,14,8
"00111-11",11,21,4
"00111-12",12,19,6
"00111-13",13,26,12
"00111-14",14,24,7
"00111-15",15,23,12
"00111-16",16,1,3
"00111-17",17,18,10
"00111-18",18,17,7
"00111-19",19,10,8
"00111-20",20,6,6
"00111-21",21,12,8
"00111-22",22,5,8
"00111-23",23,16,11
"00111-24",24,2,8
"00111-25",25,11,4
"00111-26",26,25,13
"00111-27",27,3,3
"00112-01",1,13,9
"00112-02",2,20,10
"00112-03",3,2,13
"00112-04",4,5,12
"00112-05",5,22,14
"00112-06",6,8,14
"00112-07",7,14,11
"00112-08",8,6,10
"00112-09",9,4,3
"00112-10",10,26,13
"00112-11",11,7,5
"00112-12",12,19,14
"00112-13",13,9,3
"00112-14",14,10,8
"00112-15",15,17,7
"00112-16",16,18,4
"00112-17",17,1,9
"00112-18",18,27,9
"00112-19",19,24,14
"00112-20",20,3,11
"00112-21",21,16,13
"00112-22",22,12,5
"00112-23",23,25,8
"00112-24",24,11,5
"00112-25",25,23,11
"00112-26",26,15,7
"00112-27",27,21,7
"00113-01",1,19,12
"00113-02",2,14,5
"00113-03",3,17,7
"00113-04",4,8,13
"00113-05",5,4,3
"00113-06",6,18,13
"00113-07",7,21,9
"00113-08",8,27,7
"00113-09",9,20,8
"00113-10",10,13,11
"00113-11",11,23,7
"00113-12",12,22,13
"00113-13",13,16,7
"00113-14",14,15,7
"00113-15",15,26,4
"00113-16",16,5,6
"00113-17",17,11,8
"00113-18",18,2,7
"00113-19",19,10,13
"00113-20",20,12,6
"00113-21",21,25,12
"00113-22",22,3,11
"00113-23",23,6,6
"00113-24",24,7,13
"00113-25",25,1,12
"00113-26",26,9,4
"00113-27",27,24,14
"00114-01",1,20,11
"00114-02",2,27,12
"00114-03",3,14,6
"00114-04",4,3,11
"00114-05",5,22,12
"00114-06",6,15,5
"00114-07",7,18,7
"00114-08",8,17,5
"00114-09",9,21,13
"00114-10",10,9,14
"00114-11",11,24,10
"00114-12",12,13,12
"00114-13",13,12,12
"00114-14",14,2,6
"00114-15",15,26,5
"00114-16",16,4,13
"00114-17",17,10,8
"00114-18",18,7,9
"00114-19",19,16,6
"00114-20",20,11,13
"00114-21",21,5,9
"00114-22",22,19,11
"00114-23",23,1,14
"00114-24",24,25,9
"00114-25",25,6,6
"00114-26",26,8,3
"00114-27",27,23,14
"00115-01",1,16,9
"00115-02",2,1,12
"00115-03",3,6,8
"00115-04",4,14,9
"00115-05",5,26,7
"00115-06",6,2,3
"00115-07",7,3,8
"00115-08",8,11,13
"00115-09",9,4,3
"00115-10",10,23,9
"00115-11",11,25,3
"00115-12",12,10,13
"00115-13",13,9,5
"00115-14",14,8,3
"00115-15",15,13,4
"00115-16",16,19,6
"00115-17",17,12,7
"00115-18",18,5,14
"00115-19",19,18,11
"00115-20",20,7,9
"00115-21",21,15,7
"00115-22",22,24,12
"00115-23",23,17,6
"00115-24",24,21,9
"00115-25",25,22,4
"00115-26",26,27,7
"00115-27",27,20,8
"00116-01",1,8,9
"00116-02",2,19,9
"00116-03",3,7,6
"00116-04",4,27,11
"00116-05",5,22,11
"00116-06",6,15,5
"00116-07",7,16,13
"00116-08",8,23,11
"00116-09",9,6,13
"00116-10",10,2,13
"00116-11",11,14,7
"00116-12",12,4,7
"00116-13",13,1,11
"00116-14",14,12,9
"00116-15",15,10,3
"00116-16",16,20,4
"00116-17",17,9,13
"00116-18",18,25,10
"00116-19",19,21,3
"00116-20",20,13,3
"00116-21",21,17,8
"00116-22",22,18,12
"00116-23",23,3,12
"00116-24",24,5,3
"00116-25",25,24,6
"00116-26",26,11,7
"00116-27",27,26,3
"00117-01",1,13,3
"00117-02",2,10,11
"00117-03",3,27,8
"00117-04",4,11,14
"00117-05",5,21,9
"00117-06",6,9,11
"00117-07",7,24,11
"00117-08",8,26,4
"00117-09",9,2,11
"00117-10",10,23,3
"00117-11",11,8,11
"00117-12",12,20,3
"00117-13",13,3,11
"00117-14",14,17,6
"00117-15",15,22,7
"00117-16",16,7,14
"00117-17",17,25,7
"00117-18",18,15,9
"00117-19",19,1,7
"00117-20",20,18,10
"00117-21",21,14,12
"00117-22",22,5,6
"00117-23",23,6,9
"00117-24",24,12,14
"00117-25",25,19,13
"00117-26",26,16,13
"00117-27",27,4,11
"00118-01",1,27,5
"00118-02",2,4,9
"00118-03",3,21,13
"00118-04",4,6,14
"00118-05",5,22,13
"00118-06",6,12,3
"00118-07",7,8,4
"00118-08",8,9,9
"00118-09",9,10,7
"00118-10",10,14,12
"00118-11",11,15,4
"00118-12",12,13,14
"00118-13",13,24,5
"00118-14",14,3,13
"00118-15",15,1,5
"00118-16",16,11,3
"00118-17",17,7,4
"00118-18",18,23,12
"00118-19",19,18,3
"00118-20",20,16,4
"00118-21",21,25,3
"00118-22",22,17,3
"00118-23",23,19,7
"00118-24",24,26,14
"00118-25",25,20,14
"00118-26",26,2,14
"00118-27",27,5,4
"00119-01",1,15,4
"00119-02",2,4,11
"00119-03",3,2,13
"00119-04",4,26,6
"00119-05",5,6,8
"00119-06",6,19,7
"00119-07",7,22,14
"00119-08",8,27,4
"00119-09",9,1,9
"00119-10",10,14,3
"00119-11",11,13,3
"00119-12",12,10,13
"00119-13",13,8,6
"00119-14",14,24,10
"00119-15",15,9,5
"00119-16",16,12,10
"00119-17",17,11,5
"00119-18",18,3,6
"00119-19",19,25,3
"00119-20",20,17,8
"00119-21",21,18,8
"00119-22",22,16,10
"00119-23",23,21,7
"00119-24",24,7,3
"00119-25",25,20,10
"00119-26",26,5,5
"00119-27",27,23,14
"00120-01",1,25,13
"00120-02",2,11,11
"00120-03",3,23,10
"00120-04",4,26,8
"00120-05",5,18,13
"00120-06",6,24,3
"00120-07",7,10,6
"00120-08",8,9,13
"00120-09",9,12,7
"00120-10",10,8,11
"00120-11",11,4,7
"00120-12",12,16,10
"00120-13",13,15,10
"00120-14",14,17,10
"00120-15",15,7,3
"00120-16",16,20,10
"00120-17",17,14,14
"00120-18",18,2,12
"00120-19",19,27,8
"00120-20",20,13,7
"00120-21",21,6,6
"00120-22",22,5,8
"00120-23",23,22,8
"00120-24",24,21,8
"00120-25",25,1,11
"00120-26",26,3,7
"00120-27",27,19,10
"00121-01",1,13,9
"00121-02",2,7,6
"00121-03",3,19,14
"00121-04",4,22,14
"00121-05",5,6,9
"00121-06",6,21,3
"00121-07",7,2,14
"00121-08",8,16,7
"00121-09",9,17,12
"00121-10",10,8,11
"00121-11",11,12,9
"00121-12",12,11,3
"00121-13",13,24,7
"00121-14",14,1,3
"00121-15",15,14,4
"00121-16",16,15,6
"00121-17",17,27,4
"00121-18",18,25,3
"00121-19",19,4,4
"00121-20",20,18,3
"00121-21",21,20,11
"00121-22",22,26,7
"00121-23",23,9,8
"00121-24",24,3,7
"00121-25",25,10,7
"00121-26",26,23,4
"00121-27",27,5,6
"00122-01",1,20,8
"00122-02",2,11,8
"00122-03",3,24,7
"00122-04",4,12,9
"00122-05",5,6,14
"00122-06",6,15,10
"00122-07",7,3,6
"00122-08",8,23,7
"00122-09",9,26,11
"00122-10",10,5,4
"00122-11",11,22,14
"00122-12",12,14,3
"00122-13",13,9,9
"00122-14",14,4,13
"00122-15",15,8,13
"00122-16",16,2,12
"00122-17",17,13,4
"00122-18",18,10,14
"00122-19",19,27,14
"00122-20",20,7,11
"00122-21",21,18,9
"00122-22",22,1,12
"00122-23",23,21,14
"00122-24",24,25,10
"00122-25",25,17,6
"00122-26",26,16,4
"00122-27",27,19,6
"00123-01",1,14,6
"00123-02",2,25,11
"00123-03",3,26,8
"00123-04",4,11,14
"00123-05",5,19,8
"00123-06",6,9,10
"00123-07",7,16,7
"00123-08",8,5,12
"00123-09",9,2,12
"00123-10",10,23,11
"00123-11",11,10,14
"00123-12",12,1,4
"00123-13",13,21,10
"00123-14",14,27,3
"00123-15",15,13,6
"00123-16",16,6,7
"00123-17",17,20,12
"00123-18",18,15,13
"00123-19",19,7,7
"00123-20",20,18,13
"00123-21",21,22,5
"00123-22",22,17,11
"00123-23",23,4,8
"00123-24",24,12,10
"00123-25",25,8,14
"00123-26",26,24,7
"00123-27",27,3,11
"00124-01",1,16,13
"00124-02",2,20,12
"00124-03",3,5,14
"00124-04",4,25,14
"00124-05",5,23,10
"00124-06",6,22,12
"00124-07",7,14,6
"00124-08",8,12,13
"00124-09",9,27,11
"00124-10",10,21,14
"00124-11",11,13,13
"00124-12",12,3,5
"00124-13",13,19,10
"00124-14",14,7,5
"00124-15",15,2,4
"00124-16",16,18,6
"00124-17",17,10,7
"00124-18",18,1,3
"00124-19",19,4,10
"00124-20",20,26,12
"00124-21",21,24,11
"00124-22",22,17,6
"00124-23",23,8,4
"00124-24",24,9,9
"00124-25",25,11,6
"00124-26",26,6,13
"00124-27",27,15,12
"00125-01",1,18,12
"00125-02",2,15,12
"00125-03",3,16,12
"00125-04",4,24,11
"00125-05",5,1,12
"00125-06",6,11,13
"00125-07",7,4,12
"00125-08",8,5,8
"00125-09",9,12,9
"00125-10",10,2,3
"00125-11",11,22,11
"00125-12",12,19,14
"00125-13",13,10,6
"00125-14",14,9,10
"00125-15",15,8,13
"00125-16",16,3,10
"00125-17",17,6,9
"00125-18",18,27,8
"00125-19",19,14,10
"00125-20",20,26,13
"00125-21",21,7,9
"00125-22",22,13,13
"00125-23",23,25,6
"00125-24",24,23,8
"00125-25",25,21,9
"00125-26",26,20,13
"00125-27",27,17,6
"00126-01",1,11,13
"00126-02",2,15,9
"00126-03",3,19,7
"00126-04",4,12,14
"00126-05",5,17,8
"00126-06",6,5,10
"00126-07",7,3,11
"00126-08",8,7,10
"00126-09",9,27,7
"00126-10",10,21,13
"00126-11",11,10,11
"00126-12",12,25,11
"00126-13",13,24,11
"00126-14",14,9,5
"00126-15",15,23,10
"00126-16",16,18,9
"00126-17",17,8,8
"00126-18",18,22,5
"00126-19",19,16,11
"00126-20",20,13,5
"00126-21",21,14,10
"00126-22",22,4,14
"00126-23",23,2,8
"00126-24",24,26,8
"00126-25",25,6,14
"00126-26",26,1,3
"00126-27",27,20,11
"00127-01",1,21,4
"00127-02",2,15,14
"00127-03",3,4,13
"00127-04",4,7,10
"00127-05",5,25,3
"00127-06",6,10,10
"00127-07",7,1,7
"00127-08",8,23,14
"00127-09",9,18,8
"00127-10",10,27,13
"00127-11",11,13,5
"00127-12",12,17,4
"00127-13",13,24,9
"00127-14",14,9,9
"00127-15",15,20,9
"00127-16",16,2,10
"00127-17",17,6,14
"00127-18",18,16,6
"00127-19",19,26,7
"00127-20",20,8,3
"00127-21",21,14,6
"00127-22",22,5,10
"00127-23",23,19,10
"00127-24",24,12,4
"00127-25",25,11,8
"00127-26",26,3,6
"00127-27",27,22,3
"00128-01",1,6,10
"00128-02",2,9,8
"00128-03",3,8,11
"00128-04",4,5,6
"00128-05",5,20,13
"00128-06",6,18,5
"00128-07",7,17,13
"00128-08",8,10,5
"00128-09",9,2,7
"00128-10",10,16,14
"00128-11",11,12,6
"00128-12",12,4,11
"00128-13",13,23,7
"00128-14",14,25,11
"00128-15",15,7,10
"00128-16",16,26,4
"00128-17",17,15,6
"00128-18",18,1,8
"00128-19",19,13,13
"00128-20",20,19,6
"00128-21",21,27,14
"00128-22",22,11,14
"00128-23",23,21,11
"00128-24",24,14,13
"00128-25",25,3,6
"00128-26",26,22,10
"00128-27",27,24,3
"00129-01",1,25,11
"00129-02",2,1,4
"00129-03",3,19,10
"00129-04",4,10,8
"00129-05",5,4,10
"00129-06",6,27,11
"00129-07",7,23,13
"00129-08",8,24,11
"00129-09",9,12,10
"00129-10",10,13,13
"00129-11",11,17,6
"00129-12",12,5,8
"00129-13",13,14,14
"00129-14",14,26,10
"00129-15",15,22,11
"00129-16",16,15,4
"00129-17",17,6,7
"00129-18",18,8,3
"00129-19",19,16,12
"00129-20",20,21,13
"00129-21",21,20,14
"00129-22",22,18,3
"00129-23",23,9,4
"00129-24",24,7,9
"00129-25",25,2,13
"00129-26",26,3,9
"00129-27",27,11,3
"00130-01",1,20,5
"00130-02",2,9,7
"00130-03",3,15,6
"00130-04",4,7,11
"00130-05",5,3,12
"00130-06",6,11,8
"00130-07",7,14,11
"00130-08",8,23,7
"00130-09",9,19,7
"00130-10",10,17,5
"00130-11",11,21,6
